Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,EPS next Y,ROA,Target Price,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range,Perf YTD,Dividend,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend %,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR,Employees,Current Ratio,Sales Q/Q,Oper. Margin,RSI (14),Volatility,Optionable,Debt/Eq,EPS Q/Q,Profit Margin,Rel Volume,Prev Close,Shortable,LT Debt/Eq,Earnings,Payout,Avg Volume,Price,Recom,SMA20,SMA50,SMA200,Volume,Change,ticker,name,sector,industry
DJIA S&P500,25.88,6.25,0.08%,2.63B,2.43%,426.69B,17.99,8.99,-4.46%,2.63B,4.67%,16.69B,6.01,1.83,69.80%,0.51%,11.89%,80.86B,5.28,0.50%,-0.05%,1.80,7.81%,24.49,6.60,12.29%,10.60%,167.59,9.09%,11.67,13.86,4.30%,27.40%,109.16 - 164.14,2.76%,4.04,53.44,-0.20%,17.30%,-1.47%,0.72,2.50%,1.20,2.00%,65.80%,48.16%,2.54,132200,1.50,1.70%,23.60%,66.28,1.41% 1.45%,Yes,0.59,102.80%,21.00%,0.91,162.38,Yes,0.51,Jan 26 BMO,60.80%,7.47M,161.73,1.90,2.77%,6.37%,9.22%,"6,822,770",-0.40%,JNJ,Johnson & Johnson,Healthcare,Drug Manufacturers - General
DJIA S&P500,17.59,7.66,0.10%,3.08B,-3.93%,418.49B,12.23,11.03,0.00%,3.02B,13.23%,23.80B,36.35,2.50,71.90%,0.65%,34.33%,69.90B,5.99,20.40%,0.14%,1.30,36.62%,78.32,1.72,14.57%,0.80%,139.29,-1.35%,444.29,0.30,0.48%,9.90%,76.91 - 142.75,6.11%,3.60,-,15.20%,8.30%,-5.55%,1.20,2.67%,-,10.30%,-,75.31%,3.02,256358,-,-30.40%,62.60%,60.72,2.17% 2.16%,Yes,1.16,9.00%,33.50%,0.88,135.97,Yes,1.16,Jan 15 BMO,47.00%,15.17M,134.83,2.20,2.73%,9.21%,29.72%,"13,415,022",-0.84%,JPM,JPMorgan Chase & Co.,Financial,Banks - Diversified
S&P 500,16.31,3.55,17.60%,343.00M,-2.11%,19.90B,14.54,3.98,-1.69%,341.27M,-6.75%,1.22B,7.62,0.88,89.20%,4.00%,-12.62%,13.53B,1.47,-26.50%,-0.16%,5.85,-14.19%,8.87,6.53,-0.62%,6.50%,68.26,-17.61%,4.59,12.61,2.14%,42.00%,52.66 - 72.88,-6.97%,2.28,33.91,9.80%,10.10%,-20.57%,0.63,3.94%,0.60,-1.40%,33.40%,9.93%,1.10,31000,0.80,1.70%,12.80%,29.90,1.97% 1.75%,Yes,2.80,52.10%,8.80%,1.29,57.64,Yes,2.30,Feb 11 BMO,65.60%,2.33M,57.89,2.70,-4.43%,-7.10%,-11.02%,"2,982,450",0.43%,K,Kellogg Company,Consumer Defensive,Packaged Foods
-,5.18,7.88,12.60%,389.63M,-5.34%,17.58B,6.20,6.58,0.00%,384.02M,-0.22%,3.10B,1.06,-,6.20%,0.09%,14.51%,13.17B,1.34,9.30%,0.17%,2.29,35.50%,96.25,0.42,-1.94%,0.60%,-,0.54%,185.44,0.22,4.90%,8.60%,20.93 - 43.95,3.03%,1.79,-,18.40%,6.40%,-7.17%,0.86,4.38%,-,4.70%,-,94.94%,0.88,25725,-,-2.50%,58.80%,46.94,1.47% 1.47%,Yes,2.27,23.10%,23.50%,1.07,41.25,Yes,2.27,-,0.00%,149.02K,40.80,1.00,-0.37%,-1.95%,23.04%,"158,160",-1.09%,KB,KB Financial Group Inc.,Financial,Banks - Regional
-,-,-1.01,1.62%,210.24M,1.00%,10.68B,-,-0.33,0.00%,86.35M,-3.81%,-180.10M,-,-0.09,21.10%,5.72%,48.42%,900.30M,11.87,33.60%,1.06%,2.92,41.30%,6.13,7.45,44.10%,-13.30%,46.05,-,4.49,10.17,-,-72.10%,17.01 - 49.92,4.80%,-,-,-,28.50%,-8.57%,-,-,2.90,-,5.50%,168.31%,3.00,1841,2.90,72.60%,-21.70%,54.61,5.42% 6.62%,Yes,0.05,71.30%,-20.00%,0.81,45.11,Yes,0.00,Nov 18 BMO,-,1.69M,45.64,1.80,2.56%,8.62%,35.95%,"1,357,758",1.17%,KC,Kingsoft Cloud Holdings Limited,Technology,Software - Application
-,33.66,0.94,9.30%,1.41B,-0.38%,43.94B,19.71,1.60,-60.27%,802.31M,1.97%,1.33B,3.25,0.40,38.60%,3.43%,7.90%,11.43B,3.84,66.90%,0.52%,5.08,4.09%,16.55,1.91,13.07%,2.60%,34.18,12.52%,0.14,230.05,10.35%,5.70%,18.98 - 32.24,-1.44%,0.60,43.38,-24.30%,5.00%,-2.17%,0.68,1.90%,0.20,12.70%,56.50%,66.17%,0.60,25500,0.30,5.20%,20.90%,53.20,1.79% 1.93%,Yes,0.62,49.30%,11.40%,0.53,31.95,Yes,0.51,Oct 29 BMO,64.80%,5.41M,31.54,2.40,-0.42%,3.00%,8.97%,"2,972,720",-1.28%,KDP,Keurig Dr Pepper Inc.,Consumer Defensive,Beverages - Non-Alcoholic
-,170.76,0.07,51.10%,1.28B,-3.34%,14.92B,8.23,1.37,0.00%,1.05B,-11.61%,84.50M,6.83,-,3.80%,0.02%,23.71%,53.67B,0.28,-78.40%,0.05%,1.50,36.44%,48.72,0.23,38.38%,0.00%,16.80,-2.00%,3.92,2.87,25.00%,0.10%,6.28 - 12.98,-8.15%,-,-,-23.30%,-0.50%,-13.17%,0.92,-,0.60,0.60%,7.30%,79.46%,0.27,46377,0.90,-1.30%,2.70%,45.08,0.96% 1.31%,Yes,1.09,454.90%,0.20%,0.49,11.27,Yes,0.95,Dec 02 BMO,0.00%,123.46K,11.27,1.00,-5.90%,4.28%,22.83%,"61,061",0.00%,KEP,Korea Electric Power Corporation,Utilities,Utilities - Regulated Electric
S&P 500,15.95,1.14,0.10%,976.47M,-3.41%,18.22B,12.02,1.51,-4.47%,971.33M,17.70%,1.11B,-,0.43,89.80%,1.18%,38.76%,4.85B,3.76,-5.50%,7.02%,1.31,51.63%,16.35,1.11,34.94%,0.70%,18.44,-7.49%,2.30,7.89,-0.66%,7.20%,7.45 - 20.24,10.60%,0.74,22.31,9.00%,11.40%,-10.33%,1.54,4.08%,-,15.40%,-,143.62%,0.54,17097,-,-15.00%,59.20%,61.18,2.60% 2.87%,Yes,0.80,6.20%,23.20%,1.35,18.29,Yes,0.80,Jan 21 BMO,63.90%,8.76M,18.15,2.90,4.64%,11.34%,37.80%,"11,934,990",-0.77%,KEY,KeyCorp,Financial,Banks - Regional
S&P 500,44.23,3.32,0.50%,187.00M,0.05%,27.44B,24.14,6.08,-17.82%,185.27M,14.36%,627.00M,4.22,1.36,90.70%,5.08%,39.10%,4.22B,6.50,2.00%,-0.14%,7.20,49.11%,17.63,8.32,8.72%,9.00%,136.79,39.02%,9.39,15.62,10.49%,19.50%,77.93 - 151.16,11.05%,-,30.52,2.00%,12.40%,-2.96%,0.96,-,2.40,8.10%,60.00%,88.22%,3.18,13900,3.10,8.90%,18.10%,72.43,1.92% 2.22%,Yes,0.00,13.70%,14.90%,0.64,147.53,Yes,0.54,Nov 18 AMC,0.00%,1.31M,146.68,1.70,6.19%,15.14%,37.64%,"835,540",-0.58%,KEYS,"Keysight Technologies, Inc.",Technology,Scientific & Technical Instruments
S&P 500,-,-0.41,0.73%,1.22B,2.41%,40.19B,12.96,2.53,-63.11%,672.25M,-5.72%,-494.00M,-,0.73,79.00%,2.69%,2.47%,25.78B,1.56,119.10%,-2.66%,2.93,-6.07%,40.24,0.81,-9.77%,-0.50%,36.67,6.88%,2.22,14.78,-3.50%,-1.00%,19.99 - 36.37,-5.42%,1.60,17.12,99.90%,2.90%,-9.87%,1.09,4.88%,1.00,18.00%,34.10%,63.98%,0.64,37000,1.30,6.00%,4.50%,44.11,2.05% 1.95%,Yes,0.58,-33.90%,-1.90%,0.83,32.86,Yes,0.57,Feb 11 BMO,-,6.17M,32.78,2.50,-2.67%,-1.32%,2.10%,"5,138,389",-0.24%,KHC,The Kraft Heinz Company,Consumer Defensive,Packaged Foods
-,25.19,1.63,0.40%,562.43M,-0.15%,35.41B,18.80,2.19,-88.05%,504.08M,2.75%,981.40M,1.57,0.40,78.10%,1.44%,9.79%,3.56B,9.94,71.90%,-1.04%,2.91,15.66%,18.85,2.18,30.01%,1.60%,46.97,30.64%,6.67,6.16,16.09%,10.00%,15.55 - 41.60,1.61%,0.54,-,25.00%,2.10%,-1.11%,1.39,1.31%,-,32.70%,92.30%,164.57%,0.79,1384,-,134.00%,-,60.51,1.57% 1.95%,Yes,2.97,316.00%,27.50%,0.57,41.46,Yes,2.97,Oct 30 BMO,29.70%,2.50M,41.14,1.90,2.46%,4.67%,21.56%,"1,437,151",-0.77%,KKR,KKR & Co. Inc.,Financial,Asset Management
-,14.35,2.83,3.94%,267.02M,-0.17%,10.85B,-,-,0.00%,-,-2.89%,-,-,-,76.10%,-,-15.66%,2.18B,4.98,-,-,1.22,-16.15%,18.06,2.25,-,-,-,-6.03%,-,-,-,-,18.02 - 57.69,-1.50%,0.75,-,-,-,-29.54%,-,1.85%,-,-,-,125.52%,1.29,1981,-,65.90%,-,45.78,2.16% 2.79%,Yes,-,14.40%,-,0.71,40.88,Yes,-,Nov 05 BMO,-,1.79M,40.65,-,-2.32%,-2.70%,-8.51%,"1,326,630",-0.56%,KL,Kirkland Lake Gold Ltd.,Basic Materials,Gold
S&P 500,37.14,8.22,0.40%,155.28M,5.21%,47.10B,23.36,13.07,-12.30%,154.03M,16.42%,1.29B,3.06,3.18,98.00%,1.70%,48.36%,5.93B,7.94,4.50%,6.25%,2.67,48.20%,17.69,17.25,4.96%,14.10%,265.47,69.43%,13.24,23.05,12.15%,49.70%,110.19 - 317.60,17.88%,3.60,43.74,28.10%,22.50%,-3.90%,1.27,1.18%,1.90,15.60%,59.00%,176.98%,9.55,10600,2.70,8.90%,26.90%,73.10,3.68% 3.05%,Yes,0.00,24.20%,21.80%,1.09,304.33,Yes,1.25,Feb 03 AMC,41.70%,982.33K,305.20,2.30,10.77%,17.31%,47.47%,"1,063,124",0.29%,KLAC,KLA Corporation,Technology,Semiconductor Equipment & Materials
S&P 500,19.05,6.88,0.34%,341.00M,-0.50%,44.66B,16.78,7.81,-1.49%,338.99M,-3.01%,2.36B,2.87,1.61,75.50%,1.94%,-11.79%,18.89B,2.36,42.90%,-0.02%,2.93,-9.21%,0.98,133.68,1.88%,14.80%,150.43,-9.27%,4.45,29.42,6.63%,-,110.66 - 160.16,-2.83%,4.28,41.01,9.80%,30.60%,-18.20%,0.54,3.27%,0.70,-1.30%,37.30%,18.39%,1.91,40000,1.00,0.90%,17.10%,37.49,1.19% 1.42%,Yes,25.07,-28.90%,12.50%,0.78,131.39,Yes,23.52,Jan 25 BMO,60.70%,2.24M,131.01,2.60,-1.23%,-3.61%,-7.95%,"1,745,261",-0.29%,KMB,Kimberly-Clark Corporation,Consumer Defensive,Household & Personal Products
S&P 500,317.92,0.05,10.90%,2.26B,-0.33%,34.88B,17.15,0.89,0.25%,1.95B,7.39%,110.00M,-,0.24,62.50%,1.57%,20.35%,11.94B,2.92,44.70%,0.02%,1.64,2.48%,13.95,1.09,5.33%,0.20%,16.70,-27.19%,0.28,55.19,-3.50%,0.30%,9.42 - 22.58,11.63%,1.05,51.83,1.30%,5.80%,-32.42%,1.06,6.88%,0.50,-4.00%,57.20%,62.00%,0.44,11086,0.60,-9.20%,21.00%,61.61,3.11% 2.74%,Yes,1.10,-10.10%,0.90%,1.01,15.59,Yes,1.03,Jan 20 AMC,-,18.63M,15.26,2.60,5.85%,7.27%,7.28%,"18,794,896",-2.12%,KMI,"Kinder Morgan, Inc.",Energy,Oil & Gas Midstream
S&P 500,26.51,4.54,0.30%,163.73M,14.03%,19.54B,21.33,5.64,-58.83%,162.04M,22.43%,751.90M,4.18,1.24,-,6.04%,32.00%,18.75B,1.04,11.20%,0.16%,6.53,22.93%,25.21,4.77,25.67%,3.60%,117.17,23.56%,1.46,82.57,6.34%,19.50%,37.59 - 124.91,27.34%,-,35.98,14.30%,4.60%,-3.70%,1.71,-,0.70,7.30%,12.90%,220.01%,3.76,27050,2.60,8.20%,5.20%,76.71,4.58% 3.48%,Yes,3.64,36.50%,4.00%,1.32,122.79,Yes,3.53,Dec 22 BMO,0.00%,1.50M,120.29,1.70,19.87%,23.56%,30.49%,"1,961,233",-2.04%,KMX,"CarMax, Inc.",Consumer Cyclical,Auto & Truck Dealerships
DJIA S&P500,25.39,1.93,0.70%,4.30B,-2.41%,212.65B,23.25,2.11,-5.16%,4.27B,-8.91%,8.33B,10.66,0.41,68.20%,0.59%,-2.59%,33.47B,6.35,38.00%,0.00%,1.40,0.97%,4.33,11.30,11.14%,9.00%,57.00,-15.03%,4.86,10.06,2.38%,45.50%,36.27 - 60.13,-10.74%,1.64,100.02,5.30%,12.00%,-18.59%,0.60,3.35%,1.00,-4.10%,59.90%,34.96%,0.88,86200,1.10,-9.00%,29.10%,34.53,1.46% 1.66%,Yes,2.84,-33.00%,24.90%,1.11,48.68,Yes,2.12,Feb 10 BMO,83.40%,17.92M,48.95,2.20,-5.11%,-6.61%,0.30%,"19,707,198",0.55%,KO,The Coca-Cola Company,Consumer Defensive,Beverages - Non-Alcoholic
S&P 500,8.85,3.75,0.70%,772.00M,3.81%,24.86B,12.40,2.68,-4.11%,756.30M,7.58%,2.95B,1.10,0.69,89.20%,9.70%,-0.36%,130.65B,0.19,-45.80%,0.06%,6.68,-5.55%,13.04,2.55,-20.25%,6.30%,35.05,17.06%,2.91,11.41,8.04%,31.20%,26.72 - 37.22,4.57%,0.72,7.87,3.20%,8.60%,-10.77%,0.33,2.17%,0.40,2.40%,23.10%,24.29%,0.66,435000,0.80,6.30%,2.70%,61.93,2.93% 1.95%,Yes,1.34,148.70%,2.30%,0.78,33.07,Yes,1.18,Dec 03 BMO,17.40%,10.99M,33.21,2.60,3.90%,4.13%,0.30%,"8,580,459",0.42%,KR,The Kroger Co.,Consumer Defensive,Grocery Stores
S&P 500,35.25,6.04,0.50%,93.88M,-0.39%,19.91B,25.07,8.50,-4.27%,93.17M,7.78%,578.30M,2.94,1.93,89.50%,1.21%,17.12%,2.67B,7.46,-8.90%,-0.11%,1.36,36.22%,47.54,4.48,21.44%,5.80%,210.33,29.23%,6.91,30.82,12.00%,13.00%,92.86 - 222.63,4.34%,1.76,23.80,3.50%,8.30%,-4.33%,0.98,0.83%,2.00,2.10%,70.90%,129.37%,4.94,7040,2.30,-11.80%,36.60%,63.22,2.33% 2.30%,Yes,0.85,11.30%,21.70%,1.05,215.69,Yes,0.84,Jan 22 BMO,26.30%,828.02K,212.99,2.30,2.84%,8.04%,24.79%,"904,191",-1.25%,KSU,Kansas City Southern,Industrials,Railroads
S&P 500,-,-3.94,15.59%,279.40M,-1.29%,12.85B,-,-,-0.03%,232.03M,6.23%,-1111.00M,-,-,64.80%,1.02%,32.04%,12.87B,1.00,54.60%,-0.11%,2.54,26.89%,62.18,0.75,-,-1.40%,-,-10.31%,3.21,14.50,14.03%,-6.30%,27.33 - 56.88,3.35%,0.25,15.92,4.10%,4.80%,-18.20%,0.90,0.54%,-,0.80%,-,70.28%,1.00,18605,-,-5.90%,-9.20%,58.89,1.84% 2.03%,Yes,0.60,108.80%,-8.60%,0.57,47.35,Yes,0.60,Nov 02 BMO,-,926.19K,46.53,3.00,2.01%,5.71%,24.86%,"533,738",-1.73%,L,Loews Corporation,Financial,Insurance - Property & Casualty
-,-,-0.04,2.70%,218.82M,-1.41%,11.28B,-,-0.26,0.00%,177.19M,18.94%,-2.20M,-,-0.07,11.80%,5.45%,218.01%,17.32M,651.29,-,1.93%,0.84,196.75%,7.78,4.22,-4.00%,-0.50%,35.67,223.01%,0.00,22558.09,-,-0.60%,9.45 - 47.80,-3.38%,-,112790.47,-,-,-31.28%,-,-,0.20,-,-,247.62%,3.40,3,0.20,36.90%,-,55.78,8.30% 10.54%,Yes,0.00,-367.20%,-,0.68,32.37,Yes,0.00,-,-,11.52M,32.85,2.00,0.63%,32.33%,130.87%,"7,799,689",1.48%,LAZR,"Luminar Technologies, Inc.",Technology,Software - Application
S&P 500,-,-0.78,0.10%,279.00M,-0.56%,12.70B,14.51,3.16,-91.67%,224.88M,18.82%,-207.00M,-,2.72,79.40%,4.33%,38.84%,11.74B,1.08,-157.50%,0.82%,2.55,136.48%,-5.62,-,3.16%,-2.00%,48.22,129.73%,9.47,4.84,14.00%,12.10%,8.00 - 48.29,23.42%,-,7.94,-18.90%,-0.10%,-4.96%,1.74,-,0.90,2.40%,37.20%,473.75%,1.73,25500,1.50,14.10%,2.90%,65.77,3.93% 4.14%,Yes,-,228.10%,-1.80%,0.56,45.56,Yes,-,Nov 18 AMC,-,3.81M,45.90,2.60,8.67%,16.06%,73.48%,"2,220,048",0.75%,LB,"L Brands, Inc.",Consumer Cyclical,Apparel Retail
-,125.23,1.23,6.75%,181.47M,5.77%,27.49B,35.74,4.32,-1.64%,166.04M,-0.82%,225.30M,-,1.05,87.80%,0.15%,8.80%,16.40M,1676.29,67.40%,0.00%,2.16,17.43%,57.79,2.67,142.70%,1.80%,184.00,18.93%,2.25,68.68,-,2.10%,80.14 - 162.26,-2.01%,-,-,19.30%,-1.30%,-4.83%,1.06,-,24.60,-26.50%,-,92.68%,3.45,-,24.60,13.50%,-,53.27,2.49% 2.38%,Yes,0.13,151.50%,-,0.92,153.33,Yes,0.13,-,0.00%,114.21K,154.41,2.00,1.09%,-0.28%,12.03%,"105,904",0.70%,LBRDA,Liberty Broadband Corporation,Communication Services,Entertainment
-,126.07,1.23,5.57%,210.85M,5.18%,32.70B,36.49,4.25,0.00%,169.12M,-1.78%,-,-,1.04,69.02%,2.66%,8.35%,16.38M,1996.36,175.00%,-,3.92,16.06%,58.30,2.66,141.50%,-,191.75,18.22%,-,-,-,-,86.20 - 165.23,-2.08%,-,-,-,-,-6.15%,-,-,-,-,-,79.90%,4.12,-,-,13.60%,-,51.83,2.59% 2.80%,Yes,-,150.80%,-,0.93,154.20,Yes,-,-,-,1.15M,155.07,2.00,0.65%,-0.75%,11.02%,"1,067,195",0.56%,LBRDK,Liberty Broadband Corporation,Communication Services,Entertainment
-,-,-3.29,0.80%,590.99M,-0.64%,14.50B,29.82,0.84,-26.58%,543.60M,-0.56%,-1988.60M,-,0.22,89.40%,1.44%,17.18%,11.54B,1.26,-321.90%,0.03%,4.71,8.38%,22.16,1.13,594.10%,-4.10%,32.64,23.81%,10.89,2.29,-,-15.00%,15.23 - 26.63,3.06%,-,5.03,-10.70%,0.70%,-6.25%,1.29,-,1.80,-7.50%,57.20%,63.83%,0.69,20200,1.80,4.00%,12.20%,53.86,2.21% 2.85%,Yes,0.92,-325.80%,-17.20%,0.94,24.95,Yes,0.78,Nov 04 AMC,-,1.67M,24.96,2.20,0.43%,4.80%,12.98%,"1,570,668",0.04%,LBTYA,Liberty Global plc,Communication Services,Entertainment
S&P 500,25.49,4.29,0.60%,142.00M,3.52%,15.43B,16.91,6.46,-0.87%,141.34M,3.44%,615.00M,2.13,1.62,77.00%,1.04%,26.91%,12.00B,1.29,22.00%,0.00%,1.82,19.63%,26.10,4.19,11.05%,5.50%,115.67,6.68%,3.63,30.13,11.94%,17.60%,68.00 - 125.84,3.99%,1.36,13.58,24.80%,11.20%,-13.14%,0.97,1.24%,0.90,17.00%,13.90%,60.75%,2.47,34000,0.90,14.40%,8.00%,68.72,2.55% 2.27%,Yes,1.22,2.60%,5.10%,0.68,109.64,Yes,1.11,Nov 02 BMO,31.30%,810.33K,109.31,1.60,4.27%,6.44%,14.30%,"555,575",-0.30%,LDOS,"Leidos Holdings, Inc.",Technology,Information Technology Services
-,126.34,1.33,0.20%,60.16M,3.18%,10.41B,12.06,13.92,0.00%,59.86M,5.15%,82.90M,10.15,3.40,-,1.48%,27.49%,16.62B,0.63,-29.60%,0.17%,2.03,43.64%,68.70,2.44,171.52%,0.70%,168.65,22.22%,20.31,8.27,12.44%,2.00%,63.20 - 170.68,5.58%,1.00,60.87,8.10%,13.50%,-1.62%,1.59,0.60%,1.10,2.20%,6.80%,165.68%,4.41,81500,1.30,1.60%,1.70%,59.78,2.61% 2.47%,Yes,0.56,-17.90%,0.50%,1.09,167.51,Yes,0.56,Feb 04 BMO,131.20%,437.88K,167.91,2.30,3.50%,9.43%,38.07%,"474,416",0.24%,LEA,Lear Corporation,Consumer Cyclical,Auto Parts
S&P 500,12.55,6.66,0.80%,308.89M,9.51%,25.01B,7.90,10.58,-9.44%,285.47M,3.41%,2.08B,1.17,1.71,96.60%,2.81%,0.37%,22.62B,1.11,1.50%,0.19%,2.83,17.86%,55.59,1.50,12.15%,7.10%,94.65,27.11%,7.38,11.32,10.70%,12.70%,25.42 - 86.80,9.67%,1.00,8.19,15.50%,7.20%,-3.69%,1.53,1.20%,-,23.40%,15.00%,228.87%,2.87,10106,-,0.20%,11.70%,65.28,3.89% 3.49%,Yes,0.47,33.30%,9.20%,1.02,82.53,Yes,0.42,Dec 16 AMC,3.70%,2.84M,83.60,2.30,8.51%,10.08%,21.32%,"2,919,738",1.30%,LEN,Lennar Corporation,Consumer Cyclical,Residential Construction
-,8.40,1.40,68.80%,5.65B,2.26%,152.71B,8.98,1.31,0.00%,1.65B,6.52%,7.91B,0.13,-,0.90%,0.06%,-2.97%,122.56B,1.25,411.50%,0.02%,2.45,-3.05%,11.36,1.04,-6.43%,1.40%,15.36,-13.21%,0.96,12.22,62.30%,13.60%,8.27 - 13.65,6.33%,0.52,3.12,12.60%,11.00%,-13.85%,1.14,4.42%,-,10.70%,-,42.20%,0.20,101541,-,26.30%,6.80%,62.63,0.86% 1.06%,Yes,0.14,85.90%,6.50%,0.55,11.68,Yes,0.14,-,0.00%,400.81K,11.76,1.00,6.00%,4.40%,5.11%,"219,998",0.68%,LFC,China Life Insurance Company Limited,Financial,Insurance - Life
S&P 500,26.58,8.60,0.10%,97.40M,3.81%,21.90B,11.91,19.18,-2.13%,96.84M,11.38%,844.90M,2.43,7.32,94.70%,1.66%,11.32%,12.44B,1.76,-7.70%,0.11%,2.36,14.19%,84.59,2.70,-7.50%,4.70%,248.67,27.23%,6.96,32.83,10.93%,11.20%,98.02 - 230.00,12.23%,-,14.41,7.10%,7.50%,-0.67%,1.07,-,1.20,14.00%,31.10%,133.06%,4.45,65000,1.40,33.00%,12.50%,73.76,2.06% 2.08%,Yes,0.71,219.40%,6.80%,0.93,229.91,Yes,0.67,Feb 11 BMO,0.00%,683.00K,228.45,1.80,7.62%,10.94%,23.18%,"635,001",-0.64%,LH,Laboratory Corporation of America Holdings,Healthcare,Diagnostics & Research
S&P 500,30.35,6.03,0.30%,213.40M,-1.93%,38.92B,14.08,13.00,-8.11%,209.08M,-2.18%,1.32B,2.24,3.09,82.60%,0.75%,6.96%,18.37B,2.12,-53.40%,-0.19%,1.17,5.65%,99.87,1.83,12.47%,3.50%,225.89,-16.73%,6.31,29.03,13.57%,6.00%,142.01 - 230.99,-3.12%,3.40,-,6.60%,2.70%,-20.72%,0.82,1.86%,1.20,19.00%,28.60%,28.96%,3.89,50000,1.40,0.70%,7.70%,44.54,2.06% 1.92%,Yes,0.33,4.30%,7.20%,1.05,188.38,Yes,0.29,Jan 29 BMO,54.30%,1.33M,183.13,1.90,-1.30%,-3.05%,0.47%,"1,396,415",-2.79%,LHX,"L3Harris Technologies, Inc.",Industrials,Aerospace & Defense
-,-,-0.37,0.10%,836.34M,-0.51%,33.79B,-,-0.12,0.00%,460.80M,11.33%,-306.20M,-,-0.24,9.60%,3.38%,72.62%,864.10M,39.11,-119.90%,0.26%,0.54,-,3.75,9.43,83.30%,-14.50%,34.50,-,3.00,11.78,-,-58.90%,14.31 - 47.70,22.68%,-,-,-,42.40%,-25.85%,-,-,6.70,-,14.70%,147.17%,2.61,2628,7.00,-,-21.20%,56.27,7.51% 8.24%,Yes,0.02,-,-35.20%,0.50,35.60,Yes,0.02,Nov 13 BMO,-,28.89M,35.37,2.20,9.57%,7.39%,46.46%,"14,516,398",-0.65%,LI,Li Auto Inc.,Consumer Cyclical,Auto Manufacturers
-,31.68,9.27,1.30%,38.30M,4.45%,11.36B,26.75,10.97,-8.84%,34.50M,5.74%,358.60M,8.16,2.64,70.80%,5.75%,3.33%,3.61B,3.15,16.90%,0.48%,7.53,13.86%,-3.02,-,13.23%,17.30%,281.79,18.72%,1.53,192.24,3.88%,-172.20%,163.40 - 319.77,7.13%,3.08,22.06,19.40%,45.80%,-8.22%,0.81,1.05%,0.90,2.50%,28.10%,79.63%,7.33,11200,1.50,2.10%,13.70%,64.67,2.59% 2.43%,Yes,-,16.00%,9.90%,1.07,289.60,Yes,-,Oct 19 BMO,33.00%,263.21K,293.50,3.20,6.29%,3.59%,15.51%,"285,470",1.35%,LII,Lennox International Inc.,Industrials,Specialty Industrial Machinery
S&P 500,60.46,4.19,0.10%,525.69M,-5.43%,135.61B,27.62,9.17,-12.89%,523.27M,-1.73%,2.24B,5.16,2.14,82.00%,0.69%,8.56%,27.05B,5.01,-70.80%,0.38%,2.08,3.20%,87.84,2.88,13.42%,2.60%,283.37,19.95%,9.71,26.08,11.71%,4.80%,146.71 - 274.58,-3.91%,3.85,75.72,-6.90%,3.40%,-7.78%,0.80,1.52%,0.70,18.10%,42.80%,72.59%,5.07,74648,0.80,-2.10%,10.90%,41.34,1.73% 1.85%,Yes,0.39,-1.60%,8.30%,0.90,257.40,Yes,0.26,-,88.90%,1.73M,253.20,2.00,-3.33%,-1.40%,9.90%,"1,559,828",-1.63%,LIN,Linde plc,Basic Materials,Specialty Chemicals
S&P 500,19.21,1.96,0.40%,304.27M,-4.45%,11.82B,13.72,2.74,-5.28%,299.00M,4.04%,598.50M,0.57,0.58,98.60%,1.89%,17.31%,11.68B,1.01,13.30%,0.18%,2.98,31.92%,17.71,2.12,12.47%,4.80%,42.22,10.88%,1.34,28.04,33.50%,11.70%,13.31 - 40.04,6.73%,-,11.55,6.90%,7.50%,-6.07%,1.68,-,1.00,13.20%,39.50%,182.57%,1.06,51000,2.10,-3.20%,7.80%,53.51,2.57% 2.97%,Yes,0.58,28.80%,5.10%,1.21,37.60,Yes,0.56,Oct 29 BMO,0.00%,1.90M,37.61,1.60,1.79%,3.01%,24.88%,"2,413,348",0.03%,LKQ,LKQ Corporation,Consumer Cyclical,Auto Parts
S&P 500,33.13,6.11,11.70%,907.20M,9.08%,189.42B,24.70,8.19,-0.60%,744.27M,18.06%,5.57B,2.37,2.35,79.20%,0.70%,40.92%,23.21B,8.16,54.10%,1.53%,1.15,22.76%,5.32,38.04,8.92%,13.40%,185.88,42.94%,3.88,52.18,13.97%,152.60%,117.06 - 201.77,19.85%,3.40,68.04,17.40%,24.60%,0.29%,0.34,1.68%,1.10,2.60%,78.30%,72.86%,5.71,33625,1.40,4.80%,23.80%,79.02,2.56% 2.39%,Yes,3.51,-2.90%,24.00%,1.97,201.26,Yes,3.38,Jan 29 BMO,46.70%,4.53M,202.35,2.20,15.88%,26.63%,31.10%,"8,702,898",0.54%,LLY,Eli Lilly and Company,Healthcare,Drug Manufacturers - General
